online_order,book_table,votes,location,rest_type,cuisines,approx_costfor_two_people,listed_intype,listed_incity,rating
0,0,20,Koramangala 5th Block,Quick Bites,"Healthy Food, Beverages, Mexican, Burger, Italian",500.0,Delivery,Koramangala 7th Block,3.8
1,0,16,BTM,Delivery,"Healthy Food, North Indian",350.0,Delivery,Koramangala 7th Block,3.2
1,0,49,Koramangala 4th Block,Quick Bites,"South Indian, Chinese, Seafood",400.0,Delivery,Koramangala 7th Block,3.9
1,0,685,Koramangala 5th Block,Quick Bites,"Chinese, Tibetan, Momos",250.0,Delivery,Koramangala 7th Block,4.0
1,0,34,Koramangala 6th Block,Sweet Shop,"Mithai, Fast Food",250.0,Delivery,Koramangala 7th Block,3.5
1,0,21,BTM,Quick Bites,"South Indian, North Indian, Chinese",500.0,Delivery,Koramangala 7th Block,3.7
1,0,16,BTM,Quick Bites,"Fast Food, Beverages, Sandwich",300.0,Delivery,Koramangala 7th Block,3.6
1,0,8,HSR,Quick Bites,"Bengali, North Indian",350.0,Delivery,Koramangala 7th Block,3.4
1,1,152,Koramangala 6th Block,Quick Bites,"Cafe, Chinese, Continental",600.0,Delivery,Koramangala 7th Block,4.1
1,0,5,Ejipura,Quick Bites,"Chinese, Fast Food",100.0,Delivery,Koramangala 7th Block,3.3
1,0,5,Koramangala 4th Block,Delivery,North Indian,400.0,Delivery,Koramangala 7th Block,3.1
1,0,10,Hosur Road,Casual Dining,"North Indian, Chinese, South Indian",700.0,Delivery,Koramangala 7th Block,3.6
1,0,306,Koramangala 7th Block,Cafe,"Cafe, Continental, Mexican",600.0,Delivery,Koramangala 7th Block,4.1
1,1,36,Jayanagar,Casual Dining,"Chinese, North Indian, Pizza, Italian",650.0,Delivery,Koramangala 7th Block,3.7
1,1,192,Koramangala 3rd Block,Cafe,Cafe,1000.0,Delivery,Koramangala 7th Block,4.4
1,0,72,Koramangala 6th Block,Quick Bites,Mexican,200.0,Delivery,Koramangala 7th Block,3.6
1,0,4,Koramangala,Delivery,Beverages,250.0,Delivery,Koramangala 7th Block,3.4
1,1,1922,Jayanagar,Cafe,"Cafe, Continental, Sandwich, Beverages",800.0,Delivery,Koramangala 7th Block,4.3
1,0,384,Koramangala 7th Block,Quick Bites,"South Indian, Kerala, Seafood",300.0,Delivery,Koramangala 7th Block,4.4
1,0,515,Koramangala 7th Block,Casual Dining,"Chinese, Naga",750.0,Delivery,Koramangala 7th Block,4.0
1,0,25,Koramangala 4th Block,Bakery,"Bakery, Desserts",300.0,Delivery,Koramangala 7th Block,3.8
1,0,12,South Bangalore,Food Truck,"Fast Food, Desserts",300.0,Delivery,Koramangala 7th Block,3.8
1,0,9,Koramangala 5th Block,Quick Bites,"Juices, Beverages, Fast Food",400.0,Delivery,Koramangala 7th Block,3.4
1,0,74,Koramangala 6th Block,Casual Dining,Kashmiri,600.0,Delivery,Koramangala 7th Block,3.5
0,0,32,Ejipura,Quick Bites,"Chinese, Momos",500.0,Delivery,Koramangala 7th Block,3.7
1,0,230,Koramangala 1st Block,Cafe,"Cafe, Continental, Burger",600.0,Delivery,Koramangala 7th Block,3.8
1,0,54,BTM,Delivery,"Biryani, Chinese, North Indian",600.0,Delivery,Koramangala 7th Block,2.6
1,0,2873,Koramangala 5th Block,Cafe,"Cafe, American, Burger, Sandwich, Beverages",600.0,Delivery,Koramangala 7th Block,4.4
1,0,32,Jayanagar,Sweet Shop,"Desserts, Mithai",250.0,Delivery,Koramangala 7th Block,3.8
1,0,22,Wilson Garden,Quick Bites,North Indian,350.0,Delivery,Koramangala 7th Block,3.6
1,0,991,Koramangala 6th Block,Cafe,"Cafe, Continental, Italian",600.0,Delivery,Koramangala 7th Block,4.1
1,0,7,Bommanahalli,Quick Bites,"North Indian, Chinese",250.0,Delivery,Koramangala 7th Block,3.2
1,0,94,Koramangala 1st Block,Quick Bites,"Beverages, Fast Food",250.0,Delivery,Koramangala 7th Block,3.8
1,0,35,BTM,Quick Bites,Fast Food,300.0,Delivery,Koramangala 7th Block,3.6
1,0,69,Jayanagar,Quick Bites,"Mughlai, Kebab, Chinese",550.0,Delivery,Koramangala 7th Block,3.1
1,0,237,Jayanagar,Cafe,"Cafe, Beverages",400.0,Delivery,Koramangala 7th Block,4.6
1,0,37,Koramangala 7th Block,"Dessert Parlor, Quick Bites","Desserts, Fast Food",500.0,Delivery,Koramangala 7th Block,4.1
1,0,233,Jayanagar,Quick Bites,"South Indian, Chinese",400.0,Delivery,Koramangala 7th Block,4.0
0,0,16,BTM,Quick Bites,"Fast Food, Beverages",500.0,Delivery,Koramangala 7th Block,3.3
0,0,62,Koramangala 7th Block,"Bakery, Dessert Parlor",Desserts,150.0,Delivery,Koramangala 7th Block,3.8
1,0,507,Koramangala 6th Block,Cafe,"Cafe, Chinese, Pizza, North Indian, Burger",600.0,Delivery,Koramangala 7th Block,4.1
1,0,26,BTM,Quick Bites,"Chinese, North Indian",300.0,Delivery,Koramangala 7th Block,3.3
1,0,10,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",300.0,Delivery,Koramangala 7th Block,3.3
1,1,146,Koramangala 4th Block,Casual Dining,"Continental, Chinese, Fast Food, Beverages",1000.0,Delivery,Koramangala 7th Block,3.8
1,0,5,Koramangala 1st Block,"Takeaway, Delivery","Thai, Asian",550.0,Delivery,Koramangala 7th Block,3.2
1,0,8,Jayanagar,Beverage Shop,Beverages,200.0,Delivery,Koramangala 7th Block,3.6
1,0,50,BTM,Quick Bites,"Biryani, Andhra",300.0,Delivery,Koramangala 7th Block,3.4
0,0,73,Koramangala 7th Block,Quick Bites,"North Indian, Chinese, Rolls",250.0,Delivery,Koramangala 7th Block,3.7
1,0,254,BTM,Casual Dining,Chinese,600.0,Delivery,Koramangala 7th Block,3.8
1,0,92,Jayanagar,Quick Bites,South Indian,100.0,Delivery,Koramangala 7th Block,4.1
1,0,30,Ejipura,Delivery,"American, Pizza",500.0,Delivery,Koramangala 7th Block,3.4
1,0,47,Koramangala 6th Block,Casual Dining,"North Indian, Chinese, Bengali",800.0,Delivery,Koramangala 7th Block,3.7
1,0,7,Koramangala 1st Block,Delivery,"Biryani, North Indian",500.0,Delivery,Koramangala 7th Block,3.3
0,0,9,BTM,Quick Bites,Street Food,100.0,Delivery,Koramangala 7th Block,3.2
1,0,26,BTM,Casual Dining,"North Indian, Chinese, Arabian",700.0,Delivery,Koramangala 7th Block,3.7
1,0,157,Jayanagar,Cafe,"Cafe, American, Pizza",450.0,Delivery,Koramangala 7th Block,2.5
1,0,253,Indiranagar,Delivery,"North Indian, Mughlai, Chinese",500.0,Delivery,Koramangala 7th Block,2.1
1,0,13,Residency Road,"Takeaway, Delivery","Street Food, South Indian",400.0,Delivery,Koramangala 7th Block,3.0
0,0,15,Koramangala 7th Block,Delivery,Street Food,300.0,Delivery,Koramangala 7th Block,3.6
1,0,36,Koramangala 1st Block,Quick Bites,Kerala,300.0,Delivery,Koramangala 7th Block,3.8
1,0,19,BTM,Takeaway,"Biryani, North Indian",200.0,Delivery,Koramangala 7th Block,3.4
1,0,4,South Bangalore,Delivery,"Ice Cream, Desserts",450.0,Delivery,Koramangala 7th Block,3.4
0,0,39,Koramangala 4th Block,Quick Bites,"Street Food, Sandwich, Beverages",250.0,Delivery,Koramangala 7th Block,3.3
1,0,24,BTM,Quick Bites,Seafood,300.0,Delivery,Koramangala 7th Block,3.6
1,0,33,Ulsoor,Quick Bites,"North Indian, Chinese",600.0,Delivery,Koramangala 7th Block,3.5
1,0,110,Koramangala 6th Block,"Takeaway, Delivery","Italian, Pizza",400.0,Delivery,Koramangala 7th Block,3.8
1,0,43,BTM,Quick Bites,"North Indian, South Indian, Mangalorean",250.0,Delivery,Koramangala 7th Block,3.6
1,0,63,Jayanagar,"Quick Bites, Cafe","Chinese, Fast Food, Cafe",650.0,Delivery,Koramangala 7th Block,2.9
1,0,22,BTM,Casual Dining,Andhra,600.0,Delivery,Koramangala 7th Block,3.6
1,0,9,BTM,Quick Bites,"Street Food, Fast Food",250.0,Delivery,Koramangala 7th Block,4.2
0,0,4,Koramangala 7th Block,Quick Bites,"South Indian, Biryani",300.0,Delivery,Koramangala 7th Block,3.3
0,0,4,Koramangala 7th Block,"Takeaway, Delivery","North Indian, Chinese",400.0,Delivery,Koramangala 7th Block,3.3
1,0,38,Koramangala 1st Block,Casual Dining,North Indian,500.0,Delivery,Koramangala 7th Block,3.8
1,1,1015,Koramangala 6th Block,Bar,"Continental, Chinese",1300.0,Delivery,Koramangala 7th Block,3.7
1,0,33,BTM,Casual Dining,"North Indian, Fast Food, Chinese, Beverages",500.0,Delivery,Koramangala 7th Block,2.6
1,0,24,BTM,Cafe,"Cafe, Lebanese",700.0,Delivery,Koramangala 7th Block,3.8
0,0,7,Koramangala 7th Block,Delivery,Beverages,500.0,Delivery,Koramangala 7th Block,3.3
0,0,11,Koramangala 7th Block,Quick Bites,"Chinese, Fast Food, Momos",200.0,Delivery,Koramangala 7th Block,3.4
1,0,123,Koramangala 5th Block,Bakery,"Bakery, Desserts",400.0,Delivery,Koramangala 7th Block,3.8
0,0,47,Koramangala 5th Block,Cafe,"Cafe, Italian",600.0,Delivery,Koramangala 7th Block,3.8
1,0,61,BTM,Cafe,Cafe,650.0,Delivery,Koramangala 7th Block,3.0
1,0,22,Koramangala 5th Block,Cafe,"Cafe, Bakery",500.0,Delivery,Koramangala 7th Block,3.8
1,0,6,Domlur,Quick Bites,"Chinese, North Indian",200.0,Delivery,Koramangala 7th Block,3.5
1,0,283,BTM,Quick Bites,"Bengali, North Indian, Oriya",350.0,Delivery,Koramangala 7th Block,3.5
1,0,32,BTM,"Pub, Casual Dining","Finger Food, Continental, Chinese",900.0,Delivery,Koramangala 7th Block,3.7
1,0,11,BTM,Casual Dining,"North Indian, South Indian, Biryani",500.0,Delivery,Koramangala 7th Block,3.1
1,0,95,Koramangala 1st Block,Quick Bites,North Indian,150.0,Delivery,Koramangala 7th Block,3.7
1,0,7,Koramangala 6th Block,Quick Bites,"Arabian, Mediterranean",400.0,Delivery,Koramangala 7th Block,3.0
1,0,16,Koramangala 1st Block,Quick Bites,"Italian, Fast Food",400.0,Delivery,Koramangala 7th Block,3.3
1,0,11,Koramangala 3rd Block,Delivery,North Indian,400.0,Delivery,Koramangala 7th Block,3.6
1,0,11,BTM,Takeaway,"Beverages, Fast Food",200.0,Delivery,Koramangala 7th Block,3.6
0,0,21,Koramangala 4th Block,Quick Bites,"Andhra, Chinese, North Indian",450.0,Delivery,Koramangala 7th Block,2.9
1,0,14,Richmond Road,Quick Bites,"Desserts, Fast Food",250.0,Delivery,Koramangala 7th Block,3.5
1,0,278,HSR,Quick Bites,Biryani,200.0,Delivery,Koramangala 7th Block,3.8
1,0,4,Koramangala 8th Block,Beverage Shop,Juices,200.0,Delivery,Koramangala 7th Block,3.3
1,0,215,Koramangala 6th Block,Casual Dining,"Mexican, Continental, Italian, Chinese",700.0,Delivery,Koramangala 7th Block,3.8
1,0,172,Koramangala 5th Block,Casual Dining,"North Indian, South Indian, Chinese",550.0,Delivery,Koramangala 7th Block,3.8
1,0,4,Koramangala 5th Block,Quick Bites,"South Indian, Kerala",300.0,Delivery,Koramangala 7th Block,3.2
1,0,1902,Koramangala 5th Block,Dessert Parlor,Desserts,400.0,Delivery,Koramangala 7th Block,4.3
1,0,33,BTM,Quick Bites,North Indian,150.0,Delivery,Koramangala 7th Block,3.3
1,0,178,Koramangala 1st Block,Casual Dining,"North Indian, Fast Food, Street Food",800.0,Delivery,Koramangala 7th Block,3.8
0,0,135,Jayanagar,Casual Dining,Maharashtrian,600.0,Delivery,Koramangala 7th Block,3.6
1,0,169,Koramangala 4th Block,Dessert Parlor,"Desserts, Beverages",450.0,Delivery,Koramangala 7th Block,4.3
1,0,19,Koramangala 4th Block,Delivery,"Beverages, Juices, Healthy Food",200.0,Delivery,Koramangala 7th Block,3.7
1,0,110,Jayanagar,Casual Dining,"North Indian, Chinese",500.0,Delivery,Koramangala 7th Block,3.8
1,0,242,Koramangala 6th Block,Casual Dining,"Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala",800.0,Delivery,Koramangala 7th Block,3.6
1,0,30,Jayanagar,Cafe,Cafe,400.0,Delivery,Koramangala 7th Block,3.8
1,0,8,Shanti Nagar,Quick Bites,South Indian,150.0,Delivery,Koramangala 7th Block,3.4
1,0,211,HSR,Delivery,"American, Sandwich",600.0,Delivery,Koramangala 7th Block,3.8
1,0,6,BTM,Beverage Shop,Beverages,200.0,Delivery,Koramangala 7th Block,3.2
1,0,5,Koramangala 4th Block,Casual Dining,Chinese,800.0,Delivery,Koramangala 7th Block,3.5
0,0,723,Koramangala 4th Block,"Dessert Parlor, Bakery","Desserts, Bakery",300.0,Delivery,Koramangala 7th Block,4.1
0,0,34,Koramangala 5th Block,Bakery,"Bakery, Desserts, Sandwich",400.0,Delivery,Koramangala 7th Block,3.8
0,0,6,BTM,Quick Bites,"North Indian, Chinese, Fast Food",450.0,Delivery,Koramangala 7th Block,3.3
0,0,4,Koramangala 6th Block,Delivery,"Salad, Sandwich",400.0,Delivery,Koramangala 7th Block,3.3
0,0,26,Koramangala 5th Block,"Takeaway, Delivery","North Indian, Chinese, Continental",650.0,Delivery,Koramangala 7th Block,2.8
0,0,10,Koramangala 1st Block,"Takeaway, Delivery","Desserts, Bakery",350.0,Delivery,Koramangala 7th Block,3.6
0,0,12,Koramangala 6th Block,Cafe,"Cafe, North Indian, Chinese, Continental",500.0,Delivery,Koramangala 7th Block,2.9
0,0,13,Koramangala 4th Block,Dessert Parlor,Desserts,400.0,Delivery,Koramangala 7th Block,3.7
0,0,11,BTM,"Takeaway, Delivery","Bengali, North Indian",300.0,Delivery,Koramangala 7th Block,3.5
0,0,27,BTM,Quick Bites,South Indian,250.0,Delivery,Koramangala 7th Block,3.7
0,0,11,Koramangala 8th Block,Unknown,"North Indian, Chinese",400.0,Delivery,Koramangala 7th Block,3.5
0,0,17,Koramangala 8th Block,Delivery,"Bengali, Street Food",300.0,Delivery,Koramangala 7th Block,3.7
0,0,4,BTM,Delivery,"North Indian, Rolls, Biryani",300.0,Delivery,Koramangala 7th Block,3.2
0,0,12,BTM,"Takeaway, Delivery","Asian, Chinese",500.0,Delivery,Koramangala 7th Block,3.4
1,1,2511,Bannerghatta Road,Pub,"North Indian, Italian",900.0,Delivery,Koramangala 7th Block,4.4
1,0,184,Jayanagar,Quick Bites,"Juices, Desserts",200.0,Delivery,Koramangala 7th Block,4.1
1,0,47,BTM,Dessert Parlor,"Ice Cream, Beverages",200.0,Delivery,Koramangala 7th Block,3.7
1,0,33,JP Nagar,Food Court,"Italian, Continental",600.0,Delivery,Koramangala 7th Block,3.9
1,0,72,Koramangala 8th Block,Delivery,"Continental, Chinese",250.0,Delivery,Koramangala 7th Block,3.8
1,0,7,Wilson Garden,Quick Bites,Biryani,300.0,Delivery,Koramangala 7th Block,3.2
1,0,212,HSR,Casual Dining,"North Indian, Chinese, Mughlai",800.0,Delivery,Koramangala 7th Block,3.4
0,0,4,Richmond Road,Quick Bites,North Indian,200.0,Delivery,Koramangala 7th Block,3.3
1,0,26,Koramangala 1st Block,Delivery,Continental,400.0,Delivery,Koramangala 7th Block,3.3
1,0,109,BTM,Casual Dining,"North Indian, Chinese, Arabian",800.0,Delivery,Koramangala 7th Block,2.5
1,0,8,Jayanagar,"Bakery, Quick Bites","Desserts, Bakery",550.0,Delivery,Koramangala 7th Block,3.4
1,1,1519,Koramangala 3rd Block,Cafe,"Cafe, Continental",900.0,Delivery,Koramangala 7th Block,4.0
1,0,11,BTM,Quick Bites,"Tibetan, Momos",250.0,Delivery,Koramangala 7th Block,3.2
1,0,17,BTM,Quick Bites,"North Indian, Chinese",300.0,Delivery,Koramangala 7th Block,3.5
1,0,132,BTM,"Takeaway, Delivery","Biryani, North Indian, Chinese",600.0,Delivery,Koramangala 7th Block,3.6
1,0,76,Jayanagar,Quick Bites,"Kerala, North Indian, Chinese",300.0,Delivery,Koramangala 7th Block,3.8
0,0,4,BTM,Quick Bites,"Kebab, Biryani",300.0,Delivery,Koramangala 7th Block,3.1
1,0,46,BTM,Casual Dining,"North Indian, Chinese",600.0,Delivery,Koramangala 7th Block,3.7
1,0,24,Koramangala 7th Block,Cafe,Cafe,550.0,Delivery,Koramangala 7th Block,3.7
1,0,47,Koramangala 7th Block,Quick Bites,"Chinese, Burger",300.0,Delivery,Koramangala 7th Block,3.2
0,0,33,Koramangala 8th Block,Casual Dining,North Indian,500.0,Delivery,Koramangala 7th Block,3.8
1,0,25,Ejipura,"Takeaway, Delivery",Pizza,500.0,Delivery,Koramangala 7th Block,3.6
0,0,72,Koramangala 6th Block,Quick Bites,"Street Food, South Indian",500.0,Delivery,Koramangala 7th Block,4.0
0,0,324,Koramangala 7th Block,Cafe,"Cafe, American, Italian, Beverages",700.0,Delivery,Koramangala 7th Block,4.1
1,0,9,Jayanagar,Quick Bites,"North Indian, Chinese",400.0,Delivery,Koramangala 7th Block,3.2
1,0,40,BTM,Quick Bites,"North Indian, Chinese",250.0,Delivery,Koramangala 7th Block,3.1
0,0,12,JP Nagar,"Quick Bites, Beverage Shop","Beverages, Pizza",300.0,Delivery,Koramangala 7th Block,3.4
0,1,3919,Koramangala 5th Block,"Pub, Casual Dining","Finger Food, Continental, North Indian",1000.0,Delivery,Koramangala 7th Block,4.5
1,0,87,Koramangala 1st Block,Sweet Shop,"Mithai, Desserts",100.0,Delivery,Koramangala 7th Block,3.8
0,1,4449,Koramangala 5th Block,Bar,"Continental, Asian, North Indian",1000.0,Delivery,Koramangala 7th Block,4.7
0,1,2161,Koramangala 5th Block,Lounge,"Continental, American, Chinese, BBQ, Salad",1000.0,Delivery,Koramangala 7th Block,4.0
0,1,1745,Koramangala 4th Block,Pub,"Chinese, Continental, North Indian",1400.0,Delivery,Koramangala 7th Block,4.2
0,0,4655,Koramangala 6th Block,"Lounge, Microbrewery","North Indian, Continental, Chinese",2000.0,Delivery,Koramangala 7th Block,3.8
1,0,29,BTM,Casual Dining,North Indian,750.0,Delivery,Koramangala 7th Block,3.4
0,0,9,Koramangala 5th Block,Beverage Shop,Beverages,200.0,Delivery,Koramangala 7th Block,3.2
1,0,17,Jayanagar,Quick Bites,"Fast Food, Beverages",200.0,Delivery,Koramangala 7th Block,3.7
1,0,67,BTM,Quick Bites,"South Indian, Chinese, North Indian",300.0,Delivery,Koramangala 7th Block,3.7
0,0,25,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery,Koramangala 7th Block,3.0
1,0,76,Koramangala 5th Block,Quick Bites,Seafood,450.0,Delivery,Koramangala 7th Block,4.1
1,0,24,BTM,"Takeaway, Delivery",Biryani,400.0,Delivery,Koramangala 7th Block,3.6
1,0,4,Koramangala 4th Block,Delivery,Chinese,600.0,Delivery,Koramangala 7th Block,3.5
1,0,414,Koramangala 5th Block,Cafe,"Cafe, Desserts, Beverages",700.0,Delivery,Koramangala 7th Block,4.2
0,0,34,Koramangala 5th Block,Sweet Shop,"Mithai, Oriya, Bengali",150.0,Delivery,Koramangala 7th Block,3.9
1,0,35,Jayanagar,Quick Bites,"Biryani, Kebab",250.0,Delivery,Koramangala 7th Block,3.5
0,1,171,BTM,Bar,Finger Food,1100.0,Delivery,Koramangala 7th Block,4.0
0,0,14723,Koramangala 5th Block,"Cafe, Casual Dining","Cafe, American, Burger, Steak",900.0,Delivery,Koramangala 7th Block,4.7
0,1,1390,Koramangala 5th Block,Lounge,"Continental, North Indian",1400.0,Delivery,Koramangala 7th Block,3.9
0,0,234,Langford Town,"Bar, Casual Dining","Italian, North Indian, Continental",1000.0,Delivery,Koramangala 7th Block,3.9
0,0,15,BTM,Bar,North Indian,1000.0,Delivery,Koramangala 7th Block,3.0
1,0,25,Koramangala 1st Block,Quick Bites,North Indian,200.0,Delivery,Koramangala 7th Block,3.4
0,0,3849,Koramangala 5th Block,Cafe,"Cafe, Italian, Fast Food",800.0,Delivery,Koramangala 7th Block,4.5
1,0,23,Jayanagar,Quick Bites,Andhra,400.0,Delivery,Koramangala 7th Block,3.0
1,0,6,BTM,Quick Bites,"North Indian, Chinese",400.0,Delivery,Koramangala 7th Block,3.4
1,0,14,Koramangala 1st Block,Cafe,Cafe,500.0,Delivery,Koramangala 7th Block,3.5
1,0,19,Koramangala 1st Block,Quick Bites,Kerala,200.0,Delivery,Koramangala 7th Block,3.4
1,0,46,Koramangala 4th Block,Quick Bites,"Fast Food, Rolls, Juices",200.0,Delivery,Koramangala 7th Block,3.0
1,1,126,HSR,Casual Dining,"North Indian, Mughlai, Chinese, South Indian",900.0,Delivery,Koramangala 7th Block,4.0
1,1,1810,Koramangala 5th Block,"Casual Dining, Cafe","Continental, Cafe, Italian, Fast Food, Steak",900.0,Delivery,Koramangala 7th Block,4.3
1,0,20,Koramangala 7th Block,"Takeaway, Delivery","North Indian, Biryani, Chinese",500.0,Delivery,Koramangala 7th Block,3.0
0,0,2737,Koramangala 5th Block,Cafe,"Cafe, Continental, European, Juices",1300.0,Delivery,Koramangala 7th Block,4.1
0,0,1227,Koramangala 4th Block,Cafe,"Cafe, Continental, Desserts",800.0,Delivery,Koramangala 7th Block,4.4
0,0,1534,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, Italian, Street Food, Desserts",600.0,Delivery,Koramangala 7th Block,4.2
0,1,688,Koramangala 5th Block,Casual Dining,"Chinese, Sushi, Asian, Thai",1400.0,Delivery,Koramangala 7th Block,4.5
0,0,2307,Koramangala 5th Block,Casual Dining,"Andhra, North Indian, Biryani",800.0,Delivery,Koramangala 7th Block,4.3
0,0,1162,Koramangala 5th Block,Casual Dining,"Andhra, Biryani, North Indian, Chinese",650.0,Delivery,Koramangala 7th Block,3.8
0,1,2254,Koramangala 5th Block,Casual Dining,"Chinese, Thai, Momos",1100.0,Delivery,Koramangala 7th Block,4.3
0,0,1228,Koramangala 5th Block,Quick Bites,"Mexican, Fast Food",400.0,Delivery,Koramangala 7th Block,4.1
0,0,1161,Koramangala 4th Block,Casual Dining,"Chettinad, South Indian",650.0,Delivery,Koramangala 7th Block,3.9
0,0,440,Koramangala 5th Block,Casual Dining,"North Indian, Chinese, Biryani",500.0,Delivery,Koramangala 7th Block,4.1
0,0,339,Jayanagar,Casual Dining,"North Indian, BBQ, Kebab, Rolls",550.0,Delivery,Koramangala 7th Block,4.0
1,1,469,Koramangala 4th Block,Cafe,"Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",800.0,Delivery,Koramangala 7th Block,4.4
0,1,553,Koramangala 5th Block,Cafe,"Cafe, Continental, Mediterranean, Beverages",900.0,Delivery,Koramangala 7th Block,4.5
0,1,170,Koramangala 4th Block,Casual Dining,"Chinese, Asian, Japanese",800.0,Delivery,Koramangala 7th Block,4.3
0,0,295,Koramangala 4th Block,Cafe,"Cafe, Italian, Pizza",850.0,Delivery,Koramangala 7th Block,4.3
0,1,819,Koramangala 4th Block,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",800.0,Delivery,Koramangala 7th Block,4.1
0,0,996,Koramangala 5th Block,Quick Bites,"Chinese, Tibetan, Momos",350.0,Delivery,Koramangala 7th Block,4.3
0,1,329,Koramangala 5th Block,Casual Dining,Korean,1200.0,Delivery,Koramangala 7th Block,4.4
0,0,450,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Desserts, Beverages",400.0,Delivery,Koramangala 7th Block,4.3
0,0,676,Koramangala 5th Block,Casual Dining,"South Indian, North Indian, Chinese",650.0,Delivery,Koramangala 7th Block,4.2
0,0,206,BTM,Casual Dining,"Biryani, Hyderabadi",600.0,Delivery,Koramangala 7th Block,3.9
0,0,45,Koramangala 5th Block,Quick Bites,"Street Food, Fast Food",150.0,Delivery,Koramangala 7th Block,4.1
0,0,2450,Koramangala 6th Block,Cafe,"Cafe, Burger, Fast Food, Desserts",700.0,Delivery,Koramangala 7th Block,4.1
0,0,44,Koramangala 5th Block,Casual Dining,"Chinese, Continental, North Indian, Italian, Seafood",800.0,Delivery,Koramangala 7th Block,4.4
0,0,318,BTM,Mess,"Kerala, South Indian, Biryani",300.0,Delivery,Koramangala 7th Block,4.4
0,0,70,Hosur Road,Bar,"North Indian, Chinese",1500.0,Delivery,Koramangala 7th Block,3.9
1,0,16,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",500.0,Delivery,Koramangala 7th Block,3.6
0,0,71,BTM,Quick Bites,"Kerala, South Indian, Biryani",300.0,Delivery,Koramangala 7th Block,3.8
0,0,39,BTM,Quick Bites,"North Indian, Chinese",400.0,Delivery,Koramangala 7th Block,3.6
0,0,941,Koramangala 1st Block,Dessert Parlor,"Ice Cream, Beverages",200.0,Delivery,Koramangala 7th Block,4.5
0,0,53,BTM,Quick Bites,North Indian,300.0,Delivery,Koramangala 7th Block,3.8
1,1,67,BTM,Casual Dining,"Bengali, North Indian",600.0,Delivery,Koramangala 7th Block,3.9
0,0,12,Hosur Road,Delivery,"North Indian, South Indian",200.0,Delivery,Koramangala 7th Block,3.5
1,0,6,HSR,"Takeaway, Delivery","Bakery, Sandwich",400.0,Delivery,Koramangala 7th Block,3.4
0,0,118,Jayanagar,Casual Dining,"North Indian, Biryani, Chinese",800.0,Delivery,Koramangala 7th Block,3.9
1,0,4,Bannerghatta Road,Quick Bites,"South Indian, Kerala, Biryani",400.0,Delivery,Koramangala 7th Block,3.3
0,0,5,BTM,Quick Bites,North Indian,100.0,Delivery,Koramangala 7th Block,3.4
0,0,16,BTM,Quick Bites,"North Indian, Chinese",200.0,Delivery,Koramangala 7th Block,3.5
0,0,183,Koramangala 5th Block,Mess,North Indian,150.0,Delivery,Koramangala 7th Block,4.1
0,0,4,BTM,Quick Bites,Kerala,150.0,Delivery,Koramangala 7th Block,3.3
0,0,357,BTM,Quick Bites,"Chinese, Thai, Asian",500.0,Delivery,Koramangala 7th Block,4.1
0,0,127,BTM,Quick Bites,North Indian,200.0,Delivery,Koramangala 7th Block,3.7
0,0,107,Koramangala 1st Block,Casual Dining,"North Indian, Chinese, Biryani, Beverages",500.0,Delivery,Koramangala 7th Block,3.7
0,0,8,BTM,"Takeaway, Delivery","North Indian, Chinese",500.0,Delivery,Koramangala 7th Block,3.3
0,0,16,BTM,Quick Bites,"Fast Food, Rolls, Momos",200.0,Delivery,Koramangala 7th Block,3.4
0,0,17,Koramangala 3rd Block,Quick Bites,"Biryani, Chinese",250.0,Delivery,Koramangala 7th Block,3.5
0,0,30,Wilson Garden,Quick Bites,"North Indian, Arabian, Chinese",400.0,Delivery,Koramangala 7th Block,3.0
0,0,154,Koramangala 6th Block,Quick Bites,"North Indian, Street Food",200.0,Delivery,Koramangala 7th Block,3.9
0,0,117,BTM,Delivery,"North Indian, Chinese",500.0,Delivery,Koramangala 7th Block,3.6
0,0,22,BTM,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Ice Cream",300.0,Delivery,Koramangala 7th Block,3.7
0,0,164,Koramangala 8th Block,Beverage Shop,"Beverages, Fast Food",400.0,Delivery,Koramangala 7th Block,3.9
0,0,6,Koramangala 6th Block,Quick Bites,"Goan, Mangalorean",400.0,Delivery,Koramangala 7th Block,3.4
1,0,4,Indiranagar,"Takeaway, Delivery","North Indian, Mughlai, Fast Food",500.0,Delivery,Koramangala 7th Block,3.8
0,0,445,Koramangala 4th Block,Dessert Parlor,"Bakery, Continental, Sandwich, Beverages, Desserts",400.0,Delivery,Koramangala 7th Block,4.1
0,0,19,Koramangala 1st Block,"Takeaway, Delivery",BBQ,300.0,Delivery,Koramangala 7th Block,3.7
0,0,11,BTM,Quick Bites,"Biryani, Fast Food",300.0,Delivery,Koramangala 7th Block,3.5
